,title,year,genre,synopsis
116,리얼 고스트버스터즈,1990,드라마,인기 라이브 액션 영화 《고스트버스터즈》의 애니메이션 버전. 괴짜 초자연 현상 연구가 4명이 뭉쳐서 유령 소탕 작업에 나선다.
117,리얼 풋볼 팩토리,2006,드라마,축구 훌리건 문화의 불편한 역사를 조명한 다큐멘터리. 훌리건들 사이에 벌어지는 갈등과 소란의 실상을 실제 훌리건의 목소리로 생생히 들어본다.
118,더 랜치,2018,드라마 NETFLIX ORIGINAL,콜트의 프로 선수 생활은 성공적이지 못했다. 이제 그는 아버지와 형이 운영하는 망하기 직전의 농장일을 도우면서 가족과 함께 사는 방법을 배우는 중이다.
119,레인,2018,드라마 NETFLIX ORIGINAL,언제까지 기다릴 것인가. 치명적 바이러스가 세상을 휩쓴 지 6년. 벙커에서 살아남은 남매는 젊은 생존자 무리에 합류한다. 가족을 찾기 위한 위험한 여정의 시작.
120,수호자,2018,드라마 NETFLIX ORIGINAL,이스탄불의 청년이 예상치 못한 운명을 마주한다. 바로 고대로부터 내려온 수호자의 임무! 도시를 위협하는 불멸자의 마수에 맞서는 영웅의 싸움을 그린 현대 판타지 액션.
121,THE PRINCIPAL,2015,드라마,폭력으로 악명 높은 남학교의 새 교장이 극단적인 방법을 취하면서 갈등이 생겨난다. 특히 학생 1명이 숨진 채 발견되자 상황은 더욱 악화된다.
122,왕자변청와,2005,드라마,결혼식 직전에 차에 치인 냉혹한 CEO는 의식을 회복한 후 새사람이 된다. 그가 운전기사와 사랑에 빠지면서 그의 앞길에는 더 많은 변화가 펼쳐진다.
123,파워퍼프걸,2016,드라마,"귀엽고 사랑스러운 환상의 3인조가 돌아왔다! 어리다고 얕봤다간 큰코다칠걸. 때론 징징거리고 때론 다투기도 하지만, 악당이 나타나면 똘똘 뭉치는 초능력 소녀들이니까."
124,세계에서 찾은 길,2014,드라마,열풍을 일으킨 다큐멘터리 시리즈. 전 세계 여러 곳을 돌며 발전과 보전이 동시에 가능한지 탐구해 본다.
125,더 페이퍼,2018,드라마,신문사 인수를 서두르는 대기업. 언론을 주무를 수 있다는 건 정치든 사업이든 마음대로 설계할 수 있다는 뜻. 권력과 돈을 위해서라면 어떤 것도 서슴지 않는 군상의 이야기.
126,더 패키지,2017,드라마,낯선 이들이 만나 환상과 환장 사이를 경험하는 패키지여행. 그렇게 한 무리의 프랑스 여행이 시작됩니다. 여행지에서 각자의 사연과 서로의 인연이 더해지는 시간들. 그리고 깨닫게 되죠. 들렀던 어느 곳보다도 서로를 더 잘 알게 됐음을.
127,출중한 여자,2014,드라마,"어린 나이에 패션지 에디터로 승승장구하며 부족할 게 없어 보이는 그녀지만, 일과 우정, 사랑 사이에서 균형을 유지하는 일은 어렵기만 하다."
128,THE ORIGINALS,2017,드라마,‘뱀파이어 다이어리’의 속편. 마이클슨 가는 뉴올리언스로 돌아와 도시를 되찾기 위해 지역 마녀들과 손잡는다.
129,OA,2016,드라마 NETFLIX ORIGINAL,7년 동안 실종되었다가 돌아온 프레이리. 다른 세상에 다녀온 그녀가 스스로를 '오에이'라 부르며 들려주는 이야기. 5명만이 들을 수 있는 그것은 처절한 싸움의 경험.
130,손오공: 새로운 전설,2018,드라마 NETFLIX ORIGINAL,"요괴들이 점령한 암흑의 세상, 용감한 소녀가 전설 속의 손오공을 깨운다. 손오공이야말로 세상의 유일한 희망! 그와 더불어 일곱 개의 경전을 찾아라. 세상을 구하라!"
131,삼총사,2016,드라마,"알렉상드르 뒤마의 고전을 바탕으로 한 시리즈물로, 1630년대의 파리에서 조국을 지키기 위해 싸우는 네 명의 허무맹랑한 친구들이 등장한다."
132,미스터 피바디와 셔먼 쇼,2017,드라마,천재 강아지 피바디와 셔먼의 휘황찬란한 펜트하우스에 손님이 오셨네요. 시간을 뛰어넘어 온 위인들과 함께하는 신기한 코미디 쇼가 펼쳐집니다.
133,흑역사 안내서,2018,드라마,"자기 입으로 사춘기의 굴욕을 까발린다? 무대에서 당시의 일기를 읽는 사람들. 부끄러움은 잠시 접어 두고 모두 그때 그 시절로! 누구나 겪는 날것의 시기, 당신은 어땠나요?"
134,미스트,2017,드라마 NETFLIX ORIGINAL,"짙고 기이한 안개에 휩싸인 메인 주 어느 마을. 끔찍한 괴물들의 공격 속에, 주민들은 악몽이 살아 움직이는 현실을 목격한다. 스티븐 킹 소설 원작의 신작 시리즈."
135,더 미라클,2016,드라마,성격도 외모도 정반대인 이란성 쌍둥이 자매. 달라도 너무 다른 삶을 살아가던 어느 날 둘의 영혼이 뒤바뀌고 만다.
136,쉐프의 마인드,2016,드라마,프로듀서이자 내레이터인 안소니 부르댕이 국제적인 스타 요리사들을 만나 그들만의 창조적인 요리 스타일과 일급비밀 요리 비법을 배워보는 시간
137,부패의 메커니즘,2018,드라마 NETFLIX ORIGINAL,"한 나라를 뒤흔든 비리와 부정. 아무도 알지 못했다. 한 형사의 집념이 깃털을 건드리기까지. 브라질의 실제 사건을 바탕으로 부패의 메커니즘, 그 몸통을 겨냥한 드라마."
138,매버릭스: 스포츠의 이단아들,2016,드라마,"규칙은 가라! 축구, 모터스포츠, 권투, 다트 등 다양한 종목에서 전설이 된 스포츠 이단아들. 이들의 이야기를 현장감 넘치는 인터뷰와 자료 화면으로 만나 보는 다큐멘터리."
139,신기한 스쿨 버스 2,2018,드라마 NETFLIX ORIGINAL,과학이 어렵고 재미없다고? 스쿨버스를 타고 떠나는 신비하고 놀라운 과학 여행. 재밌고 스릴 넘치는 모험의 세계로 출발!
140,신기한 스쿨버스,1994,드라마,"프리즐 선생님과 함께 매직 스쿨 버스를 타고 우주, 해저 그리고 심지어 인체 내부로까지 신나는 모험과 과학 현장 학습여행을 떠나요!"
141,어린 왕자,2012,드라마,은하계를 휘젓고 다니며 별을 파괴하는 우주 최강의 악당 뱀. 어린 왕자는 뱀으로부터 은하계를 구하기 위해 고향 소행성을 떠난다.
142,렛다운,2017,드라마 NETFLIX ORIGINAL,"어머니는 강하다고 누가 말했나? 2개월 된 아기를 키우는 오드리, 그리고 육아교실에 모인 각양각색 초보들. 강하면서 약하고, 한없이 복잡한, 진짜 엄마들이 여기 있다."
143,라스트 킹덤,2018,드라마 NETFLIX ORIGINAL,"잉글랜드의 마지막 왕국을 물려받은 알프레드. 잉글랜드의 핏줄로 바이킹 전사가 된 우트레드. 이들은 적인가, 동지인가. 라스트 킹덤에 전운이 감도는 지금, 두 남자의 운명이 맞물리기 시작한다."
144,품위있는 그녀,2017,드라마,"욕망의 끝은 어디일까. 이미 상류 사회에 속한 사람, 그곳에 입성하기 위해 발버둥 치는 사람. 그 가운데 두 여인의 삶이 있다. 욕망이란 독배를 마신 군상들의 이야기."
145,코민스키 메소드,2018,드라마 NETFLIX ORIGINAL,연기 코치인 샌디 코민스키와 그의 오랜 친구인 노먼 뉴랜더. 노년의 삶에도 사건은 끊이질 않는다. 하지만 친구 좋다는 게 뭐야? 좋은 일이든 나쁜 일이든 함께하는 거지!
146,천사들의 증언,2017,드라마 NETFLIX ORIGINAL,1969년 벌어진 캐시 세스닉 수녀 살⁠인 사⁠건⁠을 다⁠룬 다⁠큐 시⁠리⁠즈. 생⁠존⁠자⁠들⁠의 증⁠언⁠을 토⁠대⁠로 당⁠시 자⁠행⁠됐⁠던 성⁠직⁠자⁠의 성⁠적 학⁠대⁠와 이 살⁠인 사⁠건 사⁠이⁠의 관⁠계⁠를 파⁠헤⁠친⁠다.
147,전하를 조심해,2018,드라마 NETFLIX ORIGINAL,"나답게, 행복하게 살고 싶다! 진정한 삶을 찾으려는 부유한 상속녀. 집을 나가 평범한 학생처럼 살아가는 그녀 앞에 차가운 톱스타가 나타난다. 이거, 악연일까 인연일까?"
148,조엘 맥헤일의 할리우드 통신,2018,드라마 NETFLIX ORIGINAL,"날마다 쏟아지는 볼거리, 도대체 뭐부터 챙겨야 하지? 그래서 왔다, 제대로 골라주는 남자 조엘 맥헤일! 그가 연예계와 대중문화, 소셜미디어의 알짜만 뽑아 소개한다."
149,미제사건 파일: 영국편,2018,드라마 NETFLIX ORIGINAL,"1985년 남편과 딸을 두고 홀연히 사라진 아내 캐럴. 남편 러셀은 시신도 발견되지 않은 상태에서 살해 혐의로 종신형을 선고받고, 30년 뒤 딸이 진실을 찾아 나선다."
150,이노센트: 순수의 여정,2018,드라마 NETFLIX ORIGINAL,모든 것을 바꿀 때가 왔다. 새로운 시작을 위해 집에서 도망친 준과 해리. 그러나 낯선 자들에게 쫓기면서 이들의 사랑은 위기를 맞는다. 둘은 끝까지 함께 할 수 있을까.
151,이노센트 맨,2018,드라마 NETFLIX ORIGINAL,1980년대 오클라호마주 에이다에서 일어난 두 살인 사건. 감옥에 있는 그들은 범인이 아니다? 존 그리샴의 유일한 실화 소설 《이노센트 맨》을 각색한 다큐멘터리.
152,인디언 디텍티브,2017,드라마 NETFLIX ORIGINAL,정직당한 인도계 캐나다 경찰 더그. 아버지를 만나러 간 뭄바이에서 그의 '인생 수사'가 시작된다. 거대 범죄 조직과 맞서는 사고뭉치 경찰의 수사 코미디. 빵빵 터진다!
153,인비트위너스,2010,드라마,영국 청소년들이 험난한 사춘기를 겪으며 좌충우돌하는 이야기를 그린 재미있는 시리즈이다.
154,아이돌 마스터 신데렐라 걸즈,2015,드라마,한 기획사의 신데렐라 프로젝트에 발탁된 소녀들. 그러나 인기 아이돌로 가는 길은 예상치 못한 난관으로 가득하다.
155,아이돌 마스터,2013,드라마,저마다 스타를 꿈꾸며 765 프로덕션에 모인 소녀들. 톱 아이돌이 되기 위해 한 발 한 발 나아간다.
156,IT 크라우드,2013,드라마,컴맹 관리자의 도움을 받아 지하에 거주하는 샌님 두 명이 멍청한 새 주인에 의해 운영되는 기업 IT 부서에서의 삶을 즐긴다.
157,헌트,2015,드라마,동물의 세계에서 펼쳐지는 눈을 뗄 수 없는 그들의 생존을 위한 혈투. 표범과 북극곰 등 육식 동물이 먹이를 붙잡는 순간을 카메라로 생생하게 포착했다.
158,꽃들의 집,2018,드라마 NETFLIX ORIGINAL,누구에게나 비밀은 있다. 하지만 이 가족의 비밀은 많아도 너무 많다. 아버지의 생일 파티에서 시작된 진실 폭로. 이후 완벽해 보였던 이들의 비밀스러운 삶이 드러난다.
159,파리에선 사랑을,2018,드라마 NETFLIX ORIGINAL,전 남자 친구를 잊지 못해 미저리가 될 지경인 엘자. 보다 못한 친구들이 사랑을 파는 남자를 고용한다. 완벽하게 속이면 꽤 괜찮은 계획이잖아? 사랑에 빠지지만 않으면.
160,오버 더 허니문: 코미디 클리닉,2018,드라마 NETFLIX ORIGINAL,"커플 상담을 원하십니까? 맡겨만 주세요. 코미디언 부부가 준비한 스탠드업 스페셜. 하지만 가끔 헛소리를 할지도 몰라요. 몇 달 뒤면 아기가 태어나는데, 제정신일 리가!"
161,더 할로우,2018,드라마 NETFLIX ORIGINAL,"어느 날 갑자기, 이상한 세계에서 깨어난 세 명의 10대. 수수께끼 퍼즐과 괴물들이 가득한 이곳에서, 아이들은 본능적으로 힘을 모은다. 목표는 하나, 집으로 돌아간다!"
162,힐 하우스의 유령,2018,드라마 NETFLIX ORIGINAL,"유령을 보았던 아이들, 유령과 살았던 아이들. 이제 어른이 되었는데도, 악몽은 그들을 떠나지 않는다. 그러니, 돌아가야 한다. 아직도 선명한 그 집의 그림자를 향해."
163,신비아파트: 고스트볼의 비밀,2017,드라마,"귀신이 나온다는 신비아파트. 이곳엔 귀신을 하늘로 올려 보내주는 친구들이 있었으니. 바로 도깨비 신비와 하리 두리 남매. 무시무시한 악귀든 억울하게 세상을 떠난 귀신이든, 이들이 함께라면 문제없지! 귀신아 물러서라, 우리가 나가신다!"
164,굿 와이프,2016,드라마,스캔들로 철창신세가 된 정치인 남편 때문에 다시 변호사로 일하게 된 얼리샤 플로릭의 이야기를 담은 법정 드라마.
165,굿 플레이스,2018,드라마 NETFLIX ORIGINAL,"살아생전 자기밖에 모르던 그녀. 착하게 살아야 천당 간다더니 그 반대가 돼버렸다! 사후 세계의 ‘굿 플레이스’에 남기 위한, 악녀의 개과천선 프로젝트 하나 둘 셋!"
166,굿 캅,2018,드라마 NETFLIX ORIGINAL,"지독한 원칙주의자인 형사 토니 주니어. 자신과 정반대인 전과자 아버지 때문에 골치가 아프다. 심지어 사건마다 간섭하는 전직 경찰 아버지. 그런데, 가끔 도움도 되잖아?"
167,더 겟다운,2017,드라마 NETFLIX ORIGINAL,1977년 뉴욕시 사우스 브롱크스. 골목의 젊은 청춘들이 꿈과 소울을 가득 품은 음악으로 역사에 한 획을 긋는 드라마가 펼쳐진다.
168,눈의 살인,2017,드라마 NETFLIX ORIGINAL,얼어붙은 프랑스 피레네 산맥 정상. 그곳에서 발견된 섬뜩한 현장이 수사관 마르탱을 연쇄살인범과의 뒤틀린 게임으로 인도한다. 한겨울보다도 차가운 스릴러.
169,프랑켄슈타인 연대기,2017,드라마 NETFLIX ORIGINAL,"1827년 런던, 한 수사관이 살인자를 추적한다. 아이들의 시신을 토막 내고 멋대로 이어 붙이는 잔혹한 살인. 하지만 이것은 시작일 뿐, 더욱 거대한 공포가 기다리고 있다."
170,깊은 숲에서,2017,드라마 NETFLIX ORIGINAL,"일탈일까, 납치일까. 10대 소녀들은 어디로 사라진 것인가. 경찰서장 디케르와 교사 에브는 사라진 학생들을 찾아 나섰다가 아르덴 숲에 얽힌 마을의 비밀과 마주한다."
171,플래시,2018,드라마,혼수상태에서 깨어난 후 놀라운 능력을 갖게 된 과학수사 전문가가 도시를 위협하는 세력과 맞서 싸운다는 내용의 라이브 액션 슈퍼히어로물.
172,더 픽스: 비공식회담,2018,드라마 NETFLIX ORIGINAL,"세계의 난제를 해결하라! 코미디언 지미 카가 진행하고, D.L. 휴글리와 캐서린 라이언이 고정 출연하는 코미디 쇼. 매회 새로운 게스트들이 참여해 입담을 자랑한다."
173,더 폴,2016,드라마,자상한 가장의 얼굴 뒤에 숨은 범인. 연쇄 살인범처럼 생각해야만 해결의 실마리를 잡을 수 있는 매력적인 여형사. 매력적인 그녀가 내면의 문제와 벌이는 고독한 사투.
